,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB,songBB
37425,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,2:46:08 PM,The Wailers,Caution,Songs Of Freedom,0,0,World,Universal Music Ireland Ltd.,731451443220,0,0
37426,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,2:49:00 PM,The Wailers,Rude Boy,The Wailing Wailers,0,0,Reggae,MERLIN - Studio One,634457449459,0,0
37427,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,2:51:28 PM,Bob Marley & The Wailers,Lonesome Feelings,Another Dance: Rarities From Studio One,0,0,Reggae,Studio One,634457448902,0,0
37428,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,2:56:45 PM,Owen Gray,Please Let Me Go,Owen Gray Sings,0,0,Reggae,WMG - Trojan Records,5414939922480,0,0
37429,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,2:59:29 PM,Owen Gray,Midnight Track,Rise Jamaica: Jamaican Independence Special,0,0,Reggae,WMG - Trojan Records,4050538808162,0,0
37430,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:02:00 PM,Owen Gray,Jenny Lee.,"Before Reggae, Vol. 2",0,0,Reggae,WMG - Trojan Records,889326273479,0,0
37431,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:04:36 PM,Chuck & Dobby,Do Du Wap,Best of 60`s Ska,0,0,Reggae,BELIEVE - Aggrovators,3614976542685,0,0
37432,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:07:17 PM,Clue J & His Blues Blasters,Duke Down Gal AKA Unknown Shuffle Blues,Coxsone’s Music: The First Recordings of Sir Coxsone the Downbeat 1960-63,0,0,Reggae,Spooky Sound Records,5056171121827,0,0
37433,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:10:28 PM,"The Monarchs, Drumbago All Stars",All Of Me,All Of Me / You Say Me Say,0,0,World,Dub Store Records,4571179535793,0,0
37434,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:12:51 PM,Chenley Duffus,Saturday Night Boogie,Trojan Battlefield,0,0,Reggae,WMG - Trojan Records,602527050713,0,0
37435,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:15:08 PM,Theo Beckford,That's Me,There's Always Sunshine,0,0,Reggae,Blooming Jazz Records,5055876871624,0,0
37436,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:18:03 PM,Theophilus Beckford,Easy Snappin',Before Reggae,0,0,,BELIEVE - JB Production CH,3616845241187,0,0
37437,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:20:37 PM,Theo Beckford,Snappin' Is Back,Trojan Battlefield,0,0,Reggae,WMG - Trojan Records,602527050713,0,0
37438,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:23:35 PM,Lester Sterling And The City Slickers,Whale Bone,"Soul Jazz Records Presents STUDIO ONE JUMP UP - The Birth Of A Sound: Jump-Up Jamaican R&B, Jazz And Early Ska",0,0,World,Soul Jazz Records,5026328202969,0,0
37439,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:26:45 PM,The Maytals,Dog War,"Prince Buster Record Shack Presents: The Original Golden Oldies, Vol. 3",0,0,World,PRINCE BUSTER MUSIC INC.,859734501303,0,0
37440,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:29:22 PM,Duke Reid & His Group,Use Your Head - Take 2,Treasure Isle Ska Rarities,0,0,Reggae,WMG - Treasure Isle,4050538309904,0,0
37441,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:33:00 PM,Bibby & The Astronauts,Please Beverley,Top Deck 45's,0,0,Reggae,Top Deck,,0,0
37442,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:36:00 PM,Bobby Aitken,Whiplash,Four Seasons (Chicka Chup Ska),0,0,Reggae,King Edwards,,0,0
37443,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:38:00 PM,Upcoming Willows,Jones Town Special,Ska-Volution,0,0,Reggae,King Edwards,,0,0
37444,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:41:15 PM,Jackie Mittoo,Get Up and Get It,Pirates Choice Vol. 3,0,0,Reggae,MERLIN - Studio One,634457068773,0,0
37445,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:44:01 PM,Winston Wright,Bubbling Organ,Back Again,0,0,Reggae,DcE Music,3616550691697,0,0
37446,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:48:00 PM,Glen Adams,Never Had a Dream Come True version,Wonderthirst,0,0,Reggae,Observer Music,191515195111,0,0
37447,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:51:00 PM,Delroy Wilson,I Shall Not Remove,I Shall Not Remove,0,0,Reggae,Studio One,,0,0
37448,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:54:43 PM,Slim Smith,Burning Fire,40 Slim Smith Greatest Hits,0,0,Reggae,Alexander Music Group,888003578173,0,0
37449,"SKA, ROCKSTEADY, & EARLY REGGAE!!!",66049,JAH RED,2024-01-16,3:58:00 PM,Joe White,Pretty Girl,Pretty Girl - Single,0,0,Reggae,Blue Cat,,0,0
37450,A little something for everyone,169268,MF CULLY,2024-01-16,4:01:58 PM,Bria,Where Have All The Cowboys Gone?,Where Have All the Cowboys Gone?,0,0,,Subpop Record Group,098787905946,0,0
37451,A little something for everyone,169268,MF CULLY,2024-01-16,4:06:16 PM,Baaba Maal,Freak Out,Freak Out,0,0,,BELIEVE - Marathon Artists,3617052131391,0,0
37452,A little something for everyone,169268,MF CULLY,2024-01-16,4:10:50 PM,Phoebe Bridgers,So Much Wine,So Much Wine,0,0,,Dead Oceans,656605164366,1,0
37453,A little something for everyone,169268,MF CULLY,2024-01-16,4:15:00 PM,The Sextones,Beck & Call,Beck & Call,0,0,R&B/Soul,ORCHARD - Record Kicks,5050580794665,0,0
37454,A little something for everyone,169268,MF CULLY,2024-01-16,4:17:55 PM,St. Paul & The Broken Bones,Sea Star,Sea Star,0,0,R&B/Soul,ATO Records / Fontana North,880882558956,0,0
37455,A little something for everyone,169268,MF CULLY,2024-01-16,4:21:22 PM,Danny & the Parts,Dancing On The Radio,Dancing On The Radio,0,0,,Photo Records,198091553496,0,0
37456,A little something for everyone,169268,MF CULLY,2024-01-16,4:25:17 PM,Garrett Saracho,73,Garrett Saracho JID015,0,0,,MERLIN - Jazz Is Dead,634457117211,0,0
37457,A little something for everyone,169268,MF CULLY,2024-01-16,4:29:53 PM,Matthew Shipp,Silent Cube,Piano Sutras,0,0,,Thirsty Ear Recordings,700435720725,0,0
37458,A little something for everyone,169268,MF CULLY,2024-01-16,4:33:34 PM,Tyler Mitchell,Care Free,Care Free,0,0,Jazz,ORCHARD - Cellar Live,196626250391,0,0
37459,A little something for everyone,169268,MF CULLY,2024-01-16,4:40:17 PM,Rachel Therrien,The Wizard,Mi Hogar,0,0,Jazz,MERLIN - OUTSIDE IN MUSIC,762183757620,0,0
37460,A little something for everyone,169268,MF CULLY,2024-01-16,4:45:59 PM,Joel Goodman,Rumi and the Whirling Dervish,An Exquisite Moment,0,0,Jazz,A64 Records,617831939036,0,0
37461,A little something for everyone,169268,MF CULLY,2024-01-16,4:51:31 PM,She & Him,Don’t Worry Baby,Don’t Worry Baby,0,0,,UMG - Fantasy Records,00888072434233,0,0
37462,A little something for everyone,169268,MF CULLY,2024-01-16,4:54:51 PM,Mike Allen,One-Up-Man-Ship,To a Star,0,0,Jazz,ORCHARD - Cellar Live,197187826360,0,0
37463,A little something for everyone,169268,MF CULLY,2024-01-16,5:05:58 PM,Stompin' Tom Connors,Sasquatch Song,Move Along With Stompin' Tom,0,0,World,EMI Music Canada,724352293759,0,0
37464,A little something for everyone,169268,MF CULLY,2024-01-16,5:08:58 PM,Róisín Murphy,The Universe,The Universe,0,0,Electronic,Ninja Tune,5054429176254,0,0
37465,A little something for everyone,169268,MF CULLY,2024-01-16,5:11:37 PM,Junior Santos,Tambora Blues,Conpambiche,0,0,,Junior Santos,195079389115,0,0
37466,A little something for everyone,169268,MF CULLY,2024-01-16,5:15:58 PM,Terell Stafford,Between Two Worlds,Between Two Worlds,0,0,Jazz,MERLIN - Le Coq Records,760137132233,0,0
37467,A little something for everyone,169268,MF CULLY,2024-01-16,5:22:37 PM,Joe McCarthy's New York Afro Bop Alliance Big Band,Arabian Dance,The Pan American Nutcracker Suite,0,0,Jazz,Angelface Records,195269179977,0,0
37468,A little something for everyone,169268,MF CULLY,2024-01-16,5:26:14 PM,Guthrie Galileo,Black Porcelain,The Angels Will Never Wear White Again,0,0,,DISTROKID,198087431555,0,0
37469,A little something for everyone,169268,MF CULLY,2024-01-16,5:34:07 PM,Damien Jurado,The Last Great Washington State,The Horizon Just Laughed,0,0,,Secretly Canadian,656605036564,0,0
37470,A little something for everyone,169268,MF CULLY,2024-01-16,5:41:02 PM,Lagartijeando,Adios Potosi,Jallalla,0,0,Electronic,Wonderwheel Recordings,192641298226,0,0
37471,A little something for everyone,169268,MF CULLY,2024-01-16,5:45:22 PM,Matthew Shipp,Vamp To Vibe,Equilibrium,0,0,Jazz,Thirsty Ear,700435712720,0,0
37472,A little something for everyone,169268,MF CULLY,2024-01-16,5:50:45 PM,Ebi Soda,Playstation - Ash Walker Dub,Ugh (Bonus Edition),0,0,,BELIEVE - Tru Thoughts,5060609666361,0,0
37473,A little something for everyone,169268,MF CULLY,2024-01-16,5:53:37 PM,Nick Drake,At The Chime Of A City Clock,Bryter Layter,0,0,Folk,UMG - Island Records,00600753299593,0,0
37474,A little something for everyone,169268,MF CULLY,2024-01-16,5:59:16 PM,Svaneborg Kardyb,Fragt,Fragt,0,0,,MERLIN - Gondwana Records,5050580782709,0,0
37475,AM in the PM,169277,Ava P,2024-01-16,6:04:11 PM,Arlo Parks,Pegasus (ft. Phoebe Bridgers),Pegasus (ft. Phoebe Bridgers),0,0,,Transgressive,5400863138738,0,0
37476,AM in the PM,169277,Ava P,2024-01-16,6:07:24 PM,Danger Mouse,Brooklyn Basquiat,Brooklyn Basquiat,0,0,Hip Hop/Rap,Lex Records,878390009657,0,0
37477,AM in the PM,169277,Ava P,2024-01-16,6:11:12 PM,Thee Sacred Souls,Love Is The Way,Love Is The Way,0,0,R&B/Soul,MERLIN - Penrose / Daptone Records,634457119055,0,0
37478,AM in the PM,169277,Ava P,2024-01-16,6:14:10 PM,Joni Mitchell,Both Sides Now,Joni Mitchell at Newport (Live),0,0,,Rhino (Pure),603497832095,1,0
37479,AM in the PM,169277,Ava P,2024-01-16,6:19:48 PM,Walter Smith III,Shine,return to casual,0,0,Jazz,UMG - Blue Note (US1A),00602448866189,0,0
37480,AM in the PM,169277,Ava P,2024-01-16,6:25:57 PM,Alfredo Rodriguez,Distant Memories,Coral Way,0,0,Jazz,ORCHARD - Mack Avenue Records,673203119468,0,0
37481,AM in the PM,169277,Ava P,2024-01-16,6:32:25 PM,Astrocolor,Sea of Tranquility,Moonlighting – AstroJazz Vol.1,0,0,Jazz,Amelia Recordings,197368398563,0,0
37482,AM in the PM,169277,Ava P,2024-01-16,6:36:50 PM,Gerry Gibbs & Thrasher People,Living For the City/Overjoyed,Family,0,0,Jazz,MERLIN - Whaling City Sound,687606013827,0,0
37483,AM in the PM,169277,Ava P,2024-01-16,6:43:37 PM,Bill Frisell,Dog on a Roof,Four,0,0,Jazz,Blue Note Records,602445523184,0,0
37484,AM in the PM,169277,Ava P,2024-01-16,6:50:18 PM,Rahill,I Smile for E,I Smile for E,0,0,,Big Dada,5054429173581,0,0
37485,AM in the PM,169277,Ava P,2024-01-16,6:53:23 PM,Archie Pelago,Level Design - Sheet Music,Off-Peak OST,0,0,Electronic,Archie Pelago Music,5050580637733,0,0
37486,AM in the PM,169277,Ava P,2024-01-16,6:59:32 PM,Phil Cohen,Monday Best,Monday Best,0,0,Rock,Park Hill Records,198089202252,0,0
37487,AM in the PM,169277,Ava P,2024-01-16,7:10:35 PM,Sharky,Memories Of Vortex,People Are Strange,0,0,,MERLIN - Tru Thoughts,5060609665319,0,0
37488,AM in the PM,169277,Ava P,2024-01-16,7:13:43 PM,Allysha Joy,Let It!,Let It!,0,0,R&B/Soul,First Word Records,5050580779525,0,0
37489,AM in the PM,169277,Ava P,2024-01-16,7:19:00 PM,Slim Gaillard And His Peruvians,Laughing In Rhythm,Groove Juice: The Norman Granz Recordings + More,0,0,Jazz,UMG - Verve,00731452165121,0,0
37490,AM in the PM,169277,Ava P,2024-01-16,7:22:00 PM,The Blind Boys Of Alabama,Friendship,Friendship,0,0,,MERLIN - Single Lock Records,617308051254,0,0
37491,AM in the PM,169277,Ava P,2024-01-16,7:26:08 PM,Don Patterson,Little Angie,Legends Of Acid Jazz vol 2,0,0,Jazz,UMG - Prestige,00888072314368,0,0
37492,AM in the PM,169277,Ava P,2024-01-16,7:32:22 PM,Planningtorock,Beulah Loves Dancing,Powerhouse,0,0,,DFA,5400863000103,0,0
37493,AM in the PM,169277,Ava P,2024-01-16,7:36:34 PM,Sunny War,Whole,Anarchist Gospel,0,0,Folk,"MERLIN - New West Records, LLC",607396653232,0,0
37494,AM in the PM,169277,Ava P,2024-01-16,7:39:50 PM,Tanya Tagaq,Tongues - Daedelus Remix,Tongues North Star Remixes,0,0,,UMG - Six Shooter Records,044003277298,0,0
37495,AM in the PM,169277,Ava P,2024-01-16,7:43:21 PM,Gerry Gibbs & Thrasher People,Song For My Father,Family,0,0,Jazz,MERLIN - Whaling City Sound,687606013827,0,0
37496,AM in the PM,169277,Ava P,2024-01-16,7:52:05 PM,Moondogs,Switchback,Switchback,0,0,Rock,DISTROKID,197745957659,0,0
37497,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,8:01:00 PM,Madison McFerrin,Stay Away (From Me),Stay Away (From Me),0,0,R&B,MERLIN - MADMCFERRIN MUSIC,617308037999,0,0
37498,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,8:04:02 PM,Dizzee Rascal,Dance Wiv Me - Radio Edit,Tongue N' Cheek (Dirtee Deluxe Edition),0,0,,Universal Music,00602527927053,0,0
37499,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,8:08:27 PM,Meshell Ndegeocello,"Good Good (feat. Jade Hicks, Josh Johnson)",The Omnichord Real Book,0,0,Jazz,UMG - Blue Note Records,,0,0
37500,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,8:12:00 PM,Hilario Duran and his Latin Jazz Big Band,Fantasia Impromptu,Cry Me A River,0,0,Jazz,MERLIN - Alma Records,880504908329,0,0
37501,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,8:22:17 PM,Harold López-Nussa,Tumba la Timba,Timba a la Americana,0,0,Jazz,UMG - Blue Note Records,,0,0
37502,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,8:27:23 PM,The Wolf in Our Own Backyard,Maryanne,Maryanne,0,0,,2045846 Records DK,195755051343,0,0
37503,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,8:31:13 PM,Skinny Pelembe,Like A Heart Won't Beat,Like A Heart Won't Beat,0,0,,PTKF,720841138501,0,0
37504,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,8:32:07 PM,John Coltrane,Om,Om,0,0,Jazz,Impulse!,,0,0
37505,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,9:08:23 PM,Eddie Bo,Hey Bo,Hey Bo - Single,0,0,Jazz,Apollo Records,048021000722,0,0
37506,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,9:09:00 PM,The Residents,Oh Mommy Oh Daddy,WB:RMX,0,0,Rock,Cherry Red Records,191018924256,0,0
37507,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,9:10:18 PM,Edmund Welles,Prelude: The Conspiracy Manifests,Agrippa's 3 Books,0,0,Classical,Zeroth Law,656605899220,0,0
37508,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,9:12:12 PM,Angus MacLise,Shortwave-India,Invasion of Thunderbolt Pagoda,0,0,Classical,Quakebasket Records,,0,0
37509,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,9:14:09 PM,Genesis,Supper's Ready,Foxtrot,0,0,,Charisma,,1,0
37510,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,9:39:48 PM,Various,Ninni,Turkish Village Music,0,0,World,Nonesuch Explorer,,0,0
37511,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,9:40:17 PM,Tod Dockstader,Apocalypse: Part Two,Apocalypse,0,0,,Starkland,754702020254,0,0
37512,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,9:42:20 PM,John Tchicai,Sailing to the Good Land,Real Tchicai,0,0,Jazz,SteepleChase,191018696993,0,0
37513,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,9:47:11 PM,"John Christensen, Jan Garbarek, Red Mitchell, George Russel, Terje Rypdal, Manfred Schoof",Part. 2 - Events 8-9-10-11-12-13-14,Electronic Sonata - 1968,0,0,,Flying Dutchman,,0,0
37514,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,10:16:13 PM,Jonathan Goldman,Saraswati's Song,Ecstatic Sonics,0,0,,ORCHARD - Spirit Music,190374907644,0,0
37515,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,10:20:59 PM,Paul Winter Consort,Tritones In The Canyon,Prayer For The Wild Things,0,0,,Living Music,010488002823,0,0
37516,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,10:23:31 PM,"Robert Fripp, Brian Eno",An Index Of Metals I,Evening Star,0,0,,Discipline Global Mobile,633367883520,0,0
37517,Evolutions In the Otisphere,100664,otis cleveland,2024-01-16,10:57:41 PM,Milton Busker & The Grim Work,Bucket of Blue,Made of Stars,0,0,Country,GRIM GRIM HAPPY GRIM PRODUCTIONS,859765442460,0,0
37518,Rapid Eye Music,169365,Dj Kat Nap,2024-01-16,11:02:04 PM,Kolonien,Farfars Jord,Farfars Jord,0,0,,Cumbancha + Supertraditional,8720623928209,0,0
37519,Rapid Eye Music,169365,Dj Kat Nap,2024-01-16,11:05:51 PM,Joe McCarthy's New York Afro Bop Alliance Big Band,Dance of the Sugar Plum Fairy,The Pan American Nutcracker Suite,0,0,Jazz,Angelface Records,195269179977,0,0
37520,Rapid Eye Music,169365,Dj Kat Nap,2024-01-16,11:11:10 PM,Garrett Saracho,White Buffalo,Garrett Saracho JID015,0,0,,MERLIN - Jazz Is Dead,634457117211,0,0
37521,Rapid Eye Music,169365,Dj Kat Nap,2024-01-16,11:13:56 PM,Miloe,Winona (with Jamila Woods and Vagabon),Winona (with Jamila Woods and Vagabon),0,0,,MERLIN - things we like,5056495275763,0,0
37522,Rapid Eye Music,169365,Dj Kat Nap,2024-01-16,11:16:55 PM,Devendra Banhart,Twin,Twin,0,0,Rock,Mexican Summer,4526180658054,0,0
37523,Rapid Eye Music,169365,Dj Kat Nap,2024-01-16,11:20:02 PM,T-bone Walker,Left Home When I Was a Kid,"The Very Best of Blues Guitar, Vol. 3",0,0,Rock,Shami Media Group,3610159224867,0,0
37524,Rapid Eye Music,169365,Dj Kat Nap,2024-01-16,11:23:12 PM,TEKE::TEKE,Garakuta,Garakuta,0,0,Rock,MERLIN - Kill Rock Stars,759656004602,0,0
37525,Rapid Eye Music,169365,Dj Kat Nap,2024-01-16,11:26:18 PM,Jeff Coffin,Ruthie,Between Dreaming and Joy,0,0,Jazz,Ear Up Records,658580496043,0,0
37526,Rapid Eye Music,169365,Dj Kat Nap,2024-01-16,11:32:42 PM,After Damage,Workin' at It,October Sun,0,0,,kDope Srl,5056514322928,0,0
37527,Rapid Eye Music,169365,Dj Kat Nap,2024-01-16,11:37:02 PM,Supershy,Happy Music,Happy Music / Something on My Mind,0,0,Electronic,MERLIN - Beyond The Groove,5056167171560,0,0
37528,Rapid Eye Music,169365,Dj Kat Nap,2024-01-16,11:41:02 PM,Arlo Parks,Holding On,My Soft Machine (Deluxe),0,0,,Transgressive,5400863151867,0,0
37529,Rapid Eye Music,169365,Dj Kat Nap,2024-01-16,11:43:51 PM,Gilbert Castellanos,New Delhi,Espérame En El Cielo,0,0,Jazz,Z Note Media,755491251492,0,0
37530,Rapid Eye Music,169365,Dj Kat Nap,2024-01-16,11:49:40 PM,Sam Burton,Maria,Maria,0,0,,PTKF,720841141600,0,0
37531,Rapid Eye Music,169365,Dj Kat Nap,2024-01-16,11:53:39 PM,Róisín Murphy,Fader,Fader,0,0,Electronic,MERLIN - Ninja Tune,5054429176827,0,0
37532,Rapid Eye Music,169365,Dj Kat Nap,2024-01-16,11:57:40 PM,DJ V,Dance Dance Dance! (endlessly),Hits (Volumen I),0,0,,Vtg.records,8429006723768,0,0
37533,Rapid Eye Music,169365,Dj Kat Nap,2024-01-16,11:58:44 PM,Fruit Bats,We Used to Live Here,We Used to Live Here,0,0,Rock,MERLIN - Merge Records,673855076720,0,0
37534,"WRUV 1/17/24, 12:01 AM",64581,Program Director,2024-01-17,12:01:32 AM,Donald Vega,Isabel: The Enchanting Nature of You,As I Travel,0,0,Jazz,MERLIN - Tiger Turn,634164019204,0,0
37535,"WRUV 1/17/24, 12:01 AM",64581,Program Director,2024-01-17,12:07:28 AM,Little Milton,Walkin' The Back Streets And Crying,"The Complete Stax / Volt Soul Singles, Vol. 3: 1972-1975",0,0,Rock,Concord Records,25218861823,0,0
37536,"WRUV 1/17/24, 12:01 AM",64581,Program Director,2024-01-17,12:12:32 AM,Rickie Lee Jones,Just in Time,Just in Time,0,0,Jazz,Modern Recordings,4050538877571,0,0
37537,"WRUV 1/17/24, 12:01 AM",64581,Program Director,2024-01-17,12:15:40 AM,Thee Sacred Souls,Running Away,Running Away,0,0,R&B/Soul,MERLIN - Penrose / Daptone Records,634457133044,0,0
37538,"WRUV 1/17/24, 12:01 AM",64581,Program Director,2024-01-17,12:19:00 AM,Arlo Parks,Impurities,Impurities,0,0,,Transgressive,5400863129705,0,0
37539,"WRUV 1/17/24, 12:01 AM",64581,Program Director,2024-01-17,12:22:35 AM,Donald Vega,Beautiful Ladies,As I Travel,0,0,Jazz,MERLIN - Tiger Turn,634164019303,0,0
37540,"WRUV 1/17/24, 12:01 AM",64581,Program Director,2024-01-17,12:27:37 AM,CHAI,"NEO KAWAII, K?","NEO KAWAII, K?",0,0,,Subpop Record Group,098787158564,0,0
37541,"WRUV 1/17/24, 12:01 AM",64581,Program Director,2024-01-17,12:30:10 AM,Kiwi jr.,Night Vision,Night Vision,0,0,,WMG - Subpop Record Group,098787904857,0,0
37542,"WRUV 1/17/24, 12:01 AM",64581,Program Director,2024-01-17,12:36:51 AM,The Killers,Your Side of Town,Your Side of Town,0,0,,The Killers - 2020 P&D/ Island,00602458391022,1,0
37543,"WRUV 1/17/24, 12:01 AM",64581,Program Director,2024-01-17,12:39:56 AM,José González,Head On,Head On,0,0,,WMG - Mute (Artist Intelligence),724596105559,0,0
37544,"WRUV 1/17/24, 12:01 AM",64581,Program Director,2024-01-17,12:50:23 AM,Phoenix,After Midnight (feat. Clairo),After Midnight (feat. Clairo),0,0,Rock,Glassnote Entertainment Group LLC,197188165376,0,0
37545,"WRUV 1/17/24, 12:01 AM",64581,Program Director,2024-01-17,12:53:29 AM,Junior Santos,Mangulina-O,Conpambiche,0,0,,Junior Santos,195079389115,0,0
37546,"WRUV 1/17/24, 12:01 AM",64581,Program Director,2024-01-17,12:58:56 AM,always centered at night,on air,on air,0,0,Electronic,always centered at night,196922102714,0,0
37547,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:03:07 AM,The Allergies,Never Gonna Let Go,Never Gonna Let Go,0,0,,MERLIN - Jalapeno Records,3663729238153,0,0
37548,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:06:51 AM,Damien Jurado,Percy Faith,The Horizon Just Laughed,0,0,,Secretly Canadian,656605036571,0,0
37549,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:09:43 AM,Esquivel,Mucha Muchacha,Tiki Party Vol. 5 / Cumaná,0,0,,Sound and Vision,192641302473,0,0
37550,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:12:15 AM,Bad Manners,Can Can,Gosh It's...,0,0,,Now! Music,196589358943,0,0
37551,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:15:11 AM,Soema Montenegro,San Pedro,San Pedro,0,0,,Mais Um,,0,0
37552,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:21:01 AM,Junior Boys,Waiting Game,Waiting Game,0,0,Electronic,City Slang,4250506844455,0,0
37553,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:25:32 AM,Arlo Parks,Devotion,Devotion,0,0,,Transgressive,5400863140083,0,0
37554,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:28:26 AM,Barkman,Iguana,Togetherless,0,0,Jazz,DISTROKID,197714749520,0,0
37555,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:32:30 AM,Echo Conscious,Daughter,Emotional Patterns,0,0,Electronic,Harmonious Discord,853566497452,0,0
37556,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:35:42 AM,Overcoats,Winner,Winner,0,0,,ORCHARD - Never Fall Back Records,197187613113,0,0
37557,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:39:05 AM,Sorry,Closer,Closer,0,0,,Domino Recording Co,887828049363,0,0
37558,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:42:49 AM,Tyler Mitchell,Discipline,Sun Ra's Journey,0,0,Jazz,ORCHARD - Cellar Live,196626250391,0,0
37559,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:48:12 AM,Mykki Blanco,French Lessons,French Lessons,0,0,,Transgressive,5400863087814,0,0
37560,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:51:35 AM,The Electric Flag,Peter Gets Off,The Trip (Original Motion Picture Soundtrack),0,0,Rock,Sidewalk Records,715187928923,0,0
37561,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:53:54 AM,Momma,Callin Me,Household Name,0,0,,WMG - Polyvinyl Records,644110045799,0,0
37562,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:55:27 AM,tetreault,Cumulo (Requiem),Fractals (Requiem),0,0,,2714756 Records DK,195938317747,0,0
37563,"WRUV 1/17/24, 1:03 AM",64581,Program Director,2024-01-17,1:57:40 AM,Ronela Hajati,Sekret,Sekret,0,0,,BELIEVE - Ronela Hajati,4251946700820,0,0
37564,"WRUV 1/17/24, 2:01 AM",64581,Program Director,2024-01-17,2:01:17 AM,Weed,Caught in Life,Shift of a Modern Culture,0,0,Hip Hop/Rap,Powercut Productions,872132180161,0,0
