,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB
50260,Bops and Whatnots,169363,Emmanem,2024-02-23,12:05:08 PM,Leith Ross,Grown Up,Motherwell,,,,ORCHARD - Birthday Cake,0195081671864,0
50261,Bops and Whatnots,169363,Emmanem,2024-02-23,12:08:48 PM,Big Thief,Change,Change,,,,MERLIN - 4AD,5059638356329,0
50262,Bops and Whatnots,169363,Emmanem,2024-02-23,12:13:34 PM,The Lumineers,Flowers in Your Hair,The Lumineers,,,,Dine Alone Music (CA),0821826003880,1
50263,Bops and Whatnots,169363,Emmanem,2024-02-23,12:15:17 PM,Laufey,Letter To My 13 Year Old Self,Bewitched,,,Jazz,ORCHARD - Laufey,0197189040030,0
50264,Bops and Whatnots,169363,Emmanem,2024-02-23,12:20:03 PM,Phoebe Bridgers,Scott Street,Stranger in the Alps,,,,Dead Oceans,0656605144269,1
50265,Bops and Whatnots,169363,Emmanem,2024-02-23,12:25:00 PM,Indigo De Souza,Sick in the Head,I Love My Mom,,,Rock,MERLIN - Saddle Creek,0648401032864,0
50266,Bops and Whatnots,169363,Emmanem,2024-02-23,12:28:22 PM,Hozier,Unknown / Nth,Unknown / Nth,,,,UMG - Universal-Island Records Ltd.,00602455711632,1
50267,Bops and Whatnots,169363,Emmanem,2024-02-23,12:32:54 PM,Slaughter Beach Dog,Phoenix,Birdie,,,Rock,ORCHARD - Cooking Vinyl Australia,0192562340387,0
50268,Bops and Whatnots,169363,Emmanem,2024-02-23,12:38:32 PM,Djo,End of Beginning,DECIDE,,,,MERLIN - Djo,5056494917336,0
50269,Bops and Whatnots,169363,Emmanem,2024-02-23,12:41:03 PM,Declan McKenna,Slipping Through My Fingers,Slipping Through My Fingers,,,,Tomplicated Inc.,0850053211638,0
50270,Bops and Whatnots,169363,Emmanem,2024-02-23,12:45:19 PM,Joni Mitchell,Both Sides Now - Live,"Joni Mitchell: Live at BBC, 9 October 1970",,,Rock,Maison Blanche,5065010094550,1
50271,Bops and Whatnots,169363,Emmanem,2024-02-23,12:49:24 PM,Carole King,Bitter with the Sweet,Brigitte-Jazz for Dinner 3,,,,SME - Ode/Epic/Legacy,0886443632967,1
50272,Bops and Whatnots,169363,Emmanem,2024-02-23,12:51:17 PM,Joyce,Memórias do Porvir / Visões do Amanhecer,Visions of Dawn,,,,BELIEVE - Far Out Recordings,3614595014105,0
50273,Bops and Whatnots,169363,Emmanem,2024-02-23,12:51:44 PM,Sammy Rae & The Friends,Coming Home Song,Coming Home Song,,,,Nettwerk Music Group,0067003669160,0
50274,Bops and Whatnots,169363,Emmanem,2024-02-23,12:58:52 PM,Adult Mom,Be Your Own 3am,Momentary Lapse of Happily,,,,MERLIN - Tiny Engines,0633757254626,0
50275,The Mystic,176429,DJ Scrubs,2024-02-23,1:00:56 PM,Courtney Barnett,Lance Jr.,The Double Ep: A Sea of Split Peas,,,,BELIEVE - House Anxiety / Marathon Artists,5060186925028,0
50276,The Mystic,176429,DJ Scrubs,2024-02-23,1:00:57 PM,Adult Mom,Be Your Own 3am,Momentary Lapse of Happily,,,Rock,Lauren Records,633757254626,0
50277,The Mystic,176429,DJ Scrubs,2024-02-23,1:04:17 PM,Chastity Belt,Different Now,I Used to Spend So Much Time Alone,,,,WMG - Subpop Record Group,0098787923261,0
50278,The Mystic,176429,DJ Scrubs,2024-02-23,1:08:00 PM,Snail Mail,Headlock - Demo,Valentine (Demos),N,,,MERLIN - Matador,5059638424189,0
50279,The Mystic,176429,DJ Scrubs,2024-02-23,1:11:00 PM,Soccer Mommy,Benadryl Dreams,Collection,,,Rock,Fat Possum,0886446482972,0
50280,The Mystic,176429,DJ Scrubs,2024-02-23,1:16:39 PM,Anna Burch,Tea-Soaked Letter,Quit the Curse,,,Rock,Polyvinyl Records,644110034694,0
50281,The Mystic,176429,DJ Scrubs,2024-02-23,1:19:34 PM,Palehound,Cinnamon,Dry Food,,,Rock,MERLIN - Exploding In Sound Records,0889845271697,0
50282,The Mystic,176429,DJ Scrubs,2024-02-23,1:23:01 PM,Skating Polly,Hickey King,Hickey King,N,,,"El Camino Media, LLC",0197338901700,0
50283,The Mystic,176429,DJ Scrubs,2024-02-23,1:26:52 PM,Cherry Glazerr,Told You I'd Be with the Guys,Told You I'd Be with the Guys,,,Rock,Secretly Canadian,0656605034539,0
50284,The Mystic,176429,DJ Scrubs,2024-02-23,1:31:19 PM,Girlpool,Before The World Was Big,Before The World Was Big,,,Rock,MERLIN - Wichita Recordings,5055036254656,0
50285,The Mystic,176429,DJ Scrubs,2024-02-23,1:33:34 PM,Kate Fagan,I Don't Wanna Be Too Cool,I Don't Wanna Be Too Cool,,,Rock,Manufactured Recordings,0813195021954,0
50286,The Mystic,176429,DJ Scrubs,2024-02-23,1:36:47 PM,Sidney Gish,Where the Sidewalk Ends,No Dogs Allowed,,,,Sidney Gish,0840093858702,0
50287,The Mystic,176429,DJ Scrubs,2024-02-23,1:39:29 PM,Rebecca Ryskalczyk,Be the Light,Say It Back,N,L,,ryskullf*ck,0198091573302,0
50288,The Mystic,176429,DJ Scrubs,2024-02-23,1:42:29 PM,Carla Geneve,Greg's Discount Chemist,Greg's Discount Chemist,,,,Carla Geneve Music/Holiday Forever,0859725594208,0
50289,The Mystic,176429,DJ Scrubs,2024-02-23,1:45:53 PM,Anna Burch,Belle Isle,Quit the Curse,,,,WMG - Polyvinyl Records,0644110034694,0
50290,The Mystic,176429,DJ Scrubs,2024-02-23,1:50:29 PM,Chelsea Wolfe,House Of Self-Undoing,She Reaches Out To She Reaches Out To She,N,,,Loma Vista Recordings,00888072569652,0
50291,The Mystic,176429,DJ Scrubs,2024-02-23,1:52:55 PM,T-bone Walker,Left Home When I Was a Kid,"The Very Best of Blues Guitar, Vol. 3",,,Rock,Shami Media Group,3610159224867,0
50292,The Mystic,176429,DJ Scrubs,2024-02-23,1:56:04 PM,Sheena Easton,Voice On the Radio,Take My Time,,,,WMG - RT Industries,5099960741257,1
50293,tunez from the crypt,160050,Count Emily,2024-02-23,2:00:04 PM,Danny Elfman,Tales from the Crypt,Original Music From Tales From The Crypt,,,,Giant,0075992446266,0
50294,tunez from the crypt,160050,Count Emily,2024-02-23,2:01:59 PM,Social Distortion,She's a Knockout,Social Distortion,,,,SME - Epic/Legacy,0886443250390,0
50295,tunez from the crypt,160050,Count Emily,2024-02-23,2:05:47 PM,Show Me the Body,We Came To Play,We Came To Play,,,,UMG - Concord Loma Vista,00888072475007,0
50296,tunez from the crypt,160050,Count Emily,2024-02-23,2:07:59 PM,Jigsaw Youth,Deeper,Deeper,,,Rock,Jigsaw Youth,0198015139393,0
50297,tunez from the crypt,160050,Count Emily,2024-02-23,2:11:23 PM,Sir Chloe,Squaring Up,Party Favors,,,Rock,ORCHARD - Terrible Records,0195497076680,0
50298,tunez from the crypt,160050,Count Emily,2024-02-23,2:14:32 PM,Вова и КО,Нагрелся блок питания,Пылесборник,,,,Вова и КО,5059921931561,0
50299,tunez from the crypt,160050,Count Emily,2024-02-23,2:14:38 PM,Lebanon Hanover,Sadness Is Rebellion,Tomb for Two,,,,FABRIKA RECORDS,,0
50300,tunez from the crypt,160050,Count Emily,2024-02-23,2:18:19 PM,Demonio,Death Trip,Reaching for the Light,N,,Heavy Metal,ORCHARD - Helter Skelter Productions,7350057888445,0
50301,tunez from the crypt,160050,Count Emily,2024-02-23,2:23:59 PM,Mortician,Witches Coven,Hacked up for Barbeque/ Zombie Apocalypse,,,Heavy Metal,ORCHARD - Relapse Records,0781676665228,0
50302,tunez from the crypt,160050,Count Emily,2024-02-23,2:27:16 PM,Slow,Implode,Abîmes I,N,,,code666,8057506205127,0
50303,tunez from the crypt,160050,Count Emily,2024-02-23,2:38:40 PM,Cerce,Choices,Cerce,,,Rock,Record Union,0885014352372,0
50304,tunez from the crypt,160050,Count Emily,2024-02-23,2:38:54 PM,The Convalescence,Sacrificial Offering,Harvesters Of Flesh And Bone,N,,,BELIEVE - The Convalescence,3616845914166,0
50305,tunez from the crypt,160050,Count Emily,2024-02-23,2:41:49 PM,Mayhem,Deathcrush,Deathcrush,,,Rock,Voices Of Wonder,7071155278074,0
50306,tunez from the crypt,160050,Count Emily,2024-02-23,2:45:18 PM,Boy Harsher,Pain,Lesser Man,,,Electronic,Night-People,0889326307792,0
50307,tunez from the crypt,160050,Count Emily,2024-02-23,2:53:31 PM,Black Flag,Bastard In Love,Loose Nut,,,Rock,SST Records,0669910743751,0
50308,tunez from the crypt,160050,Count Emily,2024-02-23,2:56:47 PM,GEL,XOXO,Violent Closure,,,,Atomic Action! Records,0195938783412,0
50309,tunez from the crypt,160050,Count Emily,2024-02-23,2:58:00 PM,Myrkur,Spine,Spine,N,,Heavy Metal,ORCHARD - Relapse Records,0781676475117,0
50310,tunez from the crypt,160050,Count Emily,2024-02-23,3:02:00 PM,The Buttress,Brutus,Brutus,,,Hip Hop/Rap,The Buttress,0859719365814,0
50311,tunez from the crypt,160050,Count Emily,2024-02-23,3:06:33 PM,King Woman,I Wanna Be Adored,I Wanna Be Adored (Digital Single),,,Heavy Metal,ORCHARD - Relapse Records,0781676389025,0
50312,tunez from the crypt,160050,Count Emily,2024-02-23,3:11:58 PM,Circle Jerks,Junk Mail,Golden Shower of Hits,,,Rock,WMG - Far Out Productions,0602537510320,0
50313,tunez from the crypt,160050,Count Emily,2024-02-23,3:13:15 PM,Alexandra Savior,Audeline,Belladonna of Sadness,,,,SME - Columbia,0886446196053,0
50314,tunez from the crypt,160050,Count Emily,2024-02-23,3:17:01 PM,Hatred Reigns,Absentia,Awaken The Ancients,N,,Heavy Metal,848767 Records DK,0197877983441,0
50315,tunez from the crypt,160050,Count Emily,2024-02-23,3:22:18 PM,Daisy Chainsaw,You Be My Friend,Eleventeen,N,,Rock,A&M,0731454003124,0
50316,tunez from the crypt,160050,Count Emily,2024-02-23,3:25:07 PM,Slothrust,Electric Funeral,Show Me How You Want It to Be,,,,Dangerbird Records,0842803015467,0
50317,tunez from the crypt,160050,Count Emily,2024-02-23,3:29:41 PM,julie,april's-bloom,pushing daisies,,,,julie,7316212478197,0
50318,tunez from the crypt,160050,Count Emily,2024-02-23,3:32:19 PM,Turnerjoy,Torturous,Transplant,,,Rock,Mohofusu Records,0887516262135,0
50319,tunez from the crypt,160050,Count Emily,2024-02-23,3:37:30 PM,White Zombie,"Blood, Milk And Sky","Astro Creep: 2000 Songs Of Love, Destruction And Other Synthetic Delusions Of The Electric Head",,,Rock,UMG - Geffen,00720642483527,0
50320,tunez from the crypt,160050,Count Emily,2024-02-23,3:43:15 PM,slowthai,Doorman,Nothing Great About Britain,,,,UMG - Method,00602577853661,0
50321,tunez from the crypt,160050,Count Emily,2024-02-23,3:46:16 PM,Frost Children,DEVIL NEXT DOOR,SPIRAL,,,Electronic,ORCHARD - Flexible Distribution,0196626623126,0
50322,tunez from the crypt,160050,Count Emily,2024-02-23,3:49:32 PM,Code Orange,Hurt Goes On,Forever,,,Heavy Metal,WMG - Roadrunner Records,0016861746308,0
50323,tunez from the crypt,160050,Count Emily,2024-02-23,3:50:52 PM,Alfredo Rodriguez,La Bilirrubina,Coral Way,,,Jazz,Mack Avenue Records,0673203119468,0
50324,tunez from the crypt,160050,Count Emily,2024-02-23,3:54:56 PM,Rockin' Ron The Friendly Pirate,I Know You Pirates,I Know You Pirates,,,Folk,Rockin' Ron the Friendly Pirate,0198025832666,0
50325,tunez from the crypt,160050,Count Emily,2024-02-23,3:58:49 PM,Sigur Rós,Gold,ÁTTA,,,,BMG Rights Management (UK) Limited,4050538920420,0
50326,Long Distance Runner,160029,DJ Squared,2024-02-23,4:00:38 PM,Goose,Indian River - Live,"2019.11.16 Buffalo, NY",,,,Goose,0191079656745,0
50327,Long Distance Runner,160029,DJ Squared,2024-02-23,4:11:27 PM,levitation room,Scene for an Exit,Scene for an Exit,N,,Rock,Greenway/Levitation Courtesy of OneRPM,0717332828140,0
50328,Long Distance Runner,160029,DJ Squared,2024-02-23,4:13:56 PM,Dread Zeppelin,Goin' To California,Bootleg,,,Rock,ORCHARD - Cobraside,0829707957420,0
50329,Long Distance Runner,160029,DJ Squared,2024-02-23,4:16:35 PM,Bleachers,Me Before You,Bleachers,N,,Rock,Dirty Hit,196922686047,0
50330,Long Distance Runner,160029,DJ Squared,2024-02-23,4:20:30 PM,Grateful Dead,"Desolation Row [Live, March 24, 1990]",Postcards Of The Hanging: Grateful Dead Perform The Songs Of Bob Dylan,,,Rock,WMG - Grateful Dead/Rhino,0603497970339,1
50331,Long Distance Runner,160029,DJ Squared,2024-02-23,4:30:15 PM,Screaming Females,Where I Live,Clover,N,,Rock,MERLIN - Don Giovanni Records,0634457092037,0
50332,Long Distance Runner,160029,DJ Squared,2024-02-23,4:33:00 PM,Dread Zeppelin,Black Dog/Hound Dog,Un-Led-Ed,,,,UMG - Capitol Records,05099969618956,0
50333,Long Distance Runner,160029,DJ Squared,2024-02-23,4:38:10 PM,Bleachers,Tiny Moves,Me Before You,,,Rock,Dirty Hit,0196922764677,0
50334,Long Distance Runner,160029,DJ Squared,2024-02-23,4:41:48 PM,Omni,Plastic Pyramid,Plastic Pyramid,,,,Subpop Record Group,0098787159363,0
50335,Long Distance Runner,160029,DJ Squared,2024-02-23,4:45:03 PM,Vampire Weekend,Capricorn,Capricorn / Gen-X Cops,,,,SME - Columbia,0196871794640,0
50336,Long Distance Runner,160029,DJ Squared,2024-02-23,4:49:02 PM,Grateful Shred,Jack-a-Roe,"Brooklyn, New York (Live, 3/4/23)",,,Rock,Grateful Shred Industries,0859774609427,0
50337,Long Distance Runner,160029,DJ Squared,2024-02-23,4:55:43 PM,Screaming Females,My Dead Wife,Clover,,,Rock,Don Giovanni Records,0634457092037,0
50338,Long Distance Runner,160029,DJ Squared,2024-02-23,4:57:37 PM,The Soul Snatchers,Sniffin' & Snatchin',Sniffin' & Snatchin',,,,Social Beats,8715440004168,0
50339,Long Distance Runner,160029,DJ Squared,2024-02-23,5:02:44 PM,Jerry Garcia Band,Positively 4th Street - Live,Garcia Plays Dylan,,,Rock,Round Records,0880882282554,0
50340,Long Distance Runner,160029,DJ Squared,2024-02-23,5:13:17 PM,levitation room,"Cool It, Baby","Cool It, Baby",N,,Rock,Levitation Room,0728204526521,0
50341,Long Distance Runner,160029,DJ Squared,2024-02-23,5:16:28 PM,Goose,Into the Myst,Moon Cabin,,,Rock,Goose,0888295378970,0
50342,Long Distance Runner,160029,DJ Squared,2024-02-23,5:21:57 PM,Omni,Common Mistakes,Souvenir,N,,Rock,Subpop Record Group,0098787159363,0
50343,Long Distance Runner,160029,DJ Squared,2024-02-23,5:23:36 PM,Vampire Weekend,Ladies Of Cambridge,Mansard Roof,,,,MERLIN - Abeano / XL Recordings,5059638148610,0
50344,Long Distance Runner,160029,DJ Squared,2024-02-23,5:26:06 PM,Luko M,Luzon,Fourth Hand,N,,Electronic,4678604 Records DK,0198083190920,0
50345,Long Distance Runner,160029,DJ Squared,2024-02-23,5:29:18 PM,Mountain Brews,Earthquake Country,Down to the Studs,,,,Richard Records,0859748403013,0
50346,Long Distance Runner,160029,DJ Squared,2024-02-23,5:33:14 PM,Grateful Shred,Eyes of the World,Eyes of the World,,,,Liberty Hair Farm,0859736506214,0
50347,Long Distance Runner,160029,DJ Squared,2024-02-23,5:46:56 PM,Luko M,Fiffth,Fourth Hand,N,,Electronic,4678604 Records DK,0198083190920,0
50348,Long Distance Runner,160029,DJ Squared,2024-02-23,5:49:53 PM,Arcade Fire,Speaking in Tongues (feat. David Byrne),The Suburbs Deluxe,,,,SME - Sony Music CG,0886447115527,0
50349,Long Distance Runner,160029,DJ Squared,2024-02-23,5:53:35 PM,Mountain Brews,Here in the Shade,Down to the Studs,,,,Richard Records,0859748403013,0
50350,Long Distance Runner,160029,DJ Squared,2024-02-23,5:54:25 PM,Don Leisure,Egg Yolk Bun,A Family Affair,,,R&B/Soul,First Word Records,5050580761100,0
50351,Long Distance Runner,160029,DJ Squared,2024-02-23,5:57:06 PM,Tyler Mitchell,Discipline,Sun Ra's Journey,,,Jazz,ORCHARD - Cellar Live,0196626250391,0
50352,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:03:35 PM,Steve Lacy,Bye Ya,Reflections: Steve Lacy Plays Thelonious Monk,,,Jazz,UMG - Prestige,00025218606325,1
50353,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:08:13 PM,Goran Bregovic,Dreams,The Goran Bregovic Music For Films,,,World,UMG - Universal Music Division Mercury Records,00602537598670,0
50354,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:11:44 PM,Cozy Throne,Gimme A Moment,Sales Pitch,,,,DISTROKID,0019807096932,0
50355,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:15:02 PM,Juliana Madrid,Savior,Savior,,,,Neon Gold Records,0193436294683,0
50356,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:17:56 PM,Pond,Lights of Leeming,Lights of Leeming,,,Rock,MERLIN - Spinning Top Records,0617308023336,0
50357,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:21:08 PM,Barkman,Iguana,Togetherless,,,Jazz,DISTROKID,0197714749520,0
50358,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:25:03 PM,Kirsten Edkins,Wuhoo,Shapes & Sound,,,Jazz,Cohearent Records,0744985603534,0
50359,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:29:16 PM,Amanda Shires,Summertime,Summertime,,,Country,ATO Records LLC,00880882574451,0
50360,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:33:18 PM,Skryabin,Korydory-nory,Stryptyz,,,World,Moon Vinyl s.r.o.,3661585503538,0
50361,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:37:39 PM,Lxgik Jxhnsxn,Crack and Cocaine,Base & Trouble,,,,Lo Cloud Sound,0194838663039,0
50362,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:39:42 PM,No Curfew Kids,Marijuana - Take a Bite Out of Crime Remix,server respond now,,,,2033176 Records DK,0196253656801,0
50363,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:46:28 PM,Uranium Club,Opus,All Of Them Naturals,,,,Static Shock,5055869519229,0
50364,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:48:03 PM,Opus Kink,The Unrepentant Soldier,The Unrepentant Soldier,,,,BELIEVE - Nice Swan Recordings,5400863087821,0
50365,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:51:03 PM,Opus Kink,Faster Than the Radio,Faster Than the Radio / Mosquito,,,,MERLIN - Brassdog Records,5054526175334,0
50366,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:54:13 PM,Parquet Courts,Tenderness,Wide Awake!,,,,MERLIN - Rough Trade,5059638230674,0
50367,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:55:20 PM,Parquet Courts,Berlin Got Blurry,Human Performance,,,,MERLIN - Rough Trade,5059638227759,0
50368,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,6:58:46 PM,Parquet Courts,Already Dead,Human Performance,,,,MERLIN - Rough Trade,5059638227667,0
50369,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,7:02:22 PM,Johann Pachelbel,"Canon in D major, P. 37",La Mejor Selección de Música para tu Boda,,,Classical,Piros Comercial Digital,0888831956877,0
50370,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,7:05:50 PM,Parquet Courts,Borrowed Time,Light Up Gold,,,Rock,MERLIN - What's Your Rupture?,0851372002471,0
50371,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,7:09:21 PM,Men I Trust,Tree Among Shrubs,Untourable Album,,,,Independent,0859749102588,0
50372,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,7:12:29 PM,Men I Trust,Sugar,Untourable Album,,,,Independent,0859749102588,0
50373,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,7:15:33 PM,fun.,Light a Roman Candle with Me,Aim and Ignite (Deluxe Version),,,,WMG - Fueled By Ramen/Atlantic,0067003582452,1
50374,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,7:20:41 PM,Ween,Zoloft,Quebec,,,Rock,Schnitzel Records,0884463305830,0
50375,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,7:24:34 PM,Ween,Don't Get 2 Close (2 My Fantasy),Pure Guava,,,Rock,Schnitzel Records,0884463170148,0
50376,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,7:29:23 PM,Ween,The Argus,Quebec,,,Rock,Schnitzel Records,0884463305830,0
50377,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,7:34:16 PM,Ween,Birthday Boy (Live at John & Peter's),GodWeenSatan: Live,,,Rock,Chocodog Records,0859718573227,0
50378,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,7:38:57 PM,Talking Heads,Swamp - 2005 Remastered Version,Speaking In Tongues (Deluxe Version),,,,WMG - Warner Rhino Off Roster-Audio,0075992676021,1
50379,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,7:44:13 PM,Talking Heads,Life During Wartime - Remastered,The Best Of Talking Heads,,,Rock,Rhino/Warner Bros.,0081227648862,1
50380,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,7:47:54 PM,Talking Heads,Once In A Lifetime - Remastered,The Best Of Talking Heads,,,Rock,Rhino/Warner Bros.,0081227648862,1
50381,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,7:52:15 PM,Talking Heads,Road To Nowhere,Little Creatures,,,Rock,Rhino/Warner Bros.,0081227648862,1
50382,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,7:56:32 PM,The Ipanemas,Mangue,Samba is Our Gift,,,,BELIEVE - Far Out Recordings,3614595013955,0
50383,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,7:56:34 PM,black midi,Slow,Cavalcade,,,,MERLIN - Rough Trade,5059638350693,0
50384,"My God, What Have I Done?",171974,DJ Byrne,2024-02-23,7:59:33 PM,José González,Head On,Head On,,,,WMG - Mute (Artist Intelligence),0724596105559,0
50385,Speap's Beats,176443,DJ Speap,2024-02-23,8:03:18 PM,Burial Woods,Future Is Metal,Future Is Metal,N,,Rock,5371874 Records DK2,0198087079801,0
50386,Speap's Beats,176443,DJ Speap,2024-02-23,8:07:51 PM,Elephant Gym,Adventure,World,N,,Rock,WORDS Recordings,4522197149721,0
50387,Speap's Beats,176443,DJ Speap,2024-02-23,8:10:25 PM,Joywave,F.E.A.R.,Possession,,,Rock,UMG - Hollywood Records,00050087444099,0
50388,Speap's Beats,176443,DJ Speap,2024-02-23,8:13:20 PM,Tourist,EST,EST,N,,Electronic,Monday Records,0197190179132,0
50389,Speap's Beats,176443,DJ Speap,2024-02-23,8:19:56 PM,Vive La Fête,Exactement,Grand Prix,,,World,ST2,7898103500748,0
50390,Speap's Beats,176443,DJ Speap,2024-02-23,8:23:18 PM,DMX Krew,The Game,The Game,,,R&B/Soul/Funk,Permanent Vacation,0673795706916,0
50391,Speap's Beats,176443,DJ Speap,2024-02-23,8:26:25 PM,A2VT,I'm a Soul Survivor,I'm a Soul Survivor,N,L,Hip Hop/Rap,Creamy Goodness,0195999347769,0
50392,Speap's Beats,176443,DJ Speap,2024-02-23,8:30:39 PM,Akintoye,We Outside,We Outside,,,Hip Hop/Rap,Akintoye,0196283128149,0
50393,Speap's Beats,176443,DJ Speap,2024-02-23,8:33:37 PM,kate kush,strange world needs fixing,Delay Tactics,N,L,Electronic,6404889 Records DK2,0198087029691,0
50394,Speap's Beats,176443,DJ Speap,2024-02-23,8:38:52 PM,A2VT,Money Money Money,Money Money Money / Hang Out,N,L,Hip Hop/Rap,A2VT,,0
50395,Speap's Beats,176443,DJ Speap,2024-02-23,8:41:54 PM,Miss Kittin,Frank Sinatra 2001,First Album (2009 Reissue),,,Electronic,Nobody's Bizzness,0673798600822,0
50396,Speap's Beats,176443,DJ Speap,2024-02-23,8:46:42 PM,Sam Quealy,Klepto,Klepto,,,Electronic,Music & Craft,0196832356665,0
50397,Speap's Beats,176443,DJ Speap,2024-02-23,8:49:40 PM,San Gabriel,Over My Shoulder,Over My Shoulder,N,,Electronic,San Gabriel,0859781388520,0
50398,Speap's Beats,176443,DJ Speap,2024-02-23,8:53:59 PM,Luko M,Lavender,Fourth Hand,N,,Electronic,4678604 Records DK,0198083190920,0
50399,Speap's Beats,176443,DJ Speap,2024-02-23,8:57:55 PM,kate kush,false cry,Delay Tactics,N,L,Electronic,6404889 Records DK2,0198087029691,0
50400,Speap's Beats,176443,DJ Speap,2024-02-23,9:00:38 PM,Miss Kittin,Bassline,Electro Lab 01,,,Electronic,Nobody's Bizzness,0192231383042,0
50401,Speap's Beats,176443,DJ Speap,2024-02-23,9:08:19 PM,Joywave,Coming Apart,Possession,,,Rock,UMG - Hollywood Records,00050087444099,0
50402,Speap's Beats,176443,DJ Speap,2024-02-23,9:11:16 PM,The Backfires,Blindsided,Blindsided,,,Rock,Backfires Express,5059324746045,0
50403,Speap's Beats,176443,DJ Speap,2024-02-23,9:14:44 PM,Elephant Gym,Name,World,N,,Rock,MERLIN - Topshelf Records,0634457164291,0
50404,Speap's Beats,176443,DJ Speap,2024-02-23,9:22:45 PM,Tourist,Second Nature,Second Nature,N,,Electronic,ORCHARD - Monday Records,0197189768293,0
50405,Speap's Beats,176443,DJ Speap,2024-02-23,9:26:37 PM,Gotts Street Park,Got To Be Good,Got To Be Good,,,,Blue Flowers Music,5400863139490,0
50406,Speap's Beats,176443,DJ Speap,2024-02-23,9:29:18 PM,Elephant Gym,Feather,World,N,,Rock,MERLIN - Topshelf Records,0634457164291,0
50407,Speap's Beats,176443,DJ Speap,2024-02-23,9:33:11 PM,Luko M,Realize two,Fourth Hand,N,,Electronic,4678604 Records DK,0198083190920,0
50408,Speap's Beats,176443,DJ Speap,2024-02-23,9:36:39 PM,The Main Ingredient,Summer Breeze,Euphrates River (Bonus Track Version),,,R&B/Soul,SME - RCA/Legacy,0886445463149,0
50409,Speap's Beats,176443,DJ Speap,2024-02-23,9:40:56 PM,Spectrum,Sunrise,Sunrise,N,,Electronic,DISTROKID,0195334763322,0
50410,Speap's Beats,176443,DJ Speap,2024-02-23,9:45:05 PM,Cheryl Glasgow,Glued To The Spot (Club Mix),Glued To The Spot,,,Electronic,MERLIN - Numero Group,0825764552943,0
50411,Speap's Beats,176443,DJ Speap,2024-02-23,9:50:40 PM,Luko M,Grapefield,Fourth Hand,N,,Electronic,4678604 Records DK,0198083190920,0
50412,Speap's Beats,176443,DJ Speap,2024-02-23,9:53:58 PM,KHYA,OUR GIRL MIRI J 160BPM,"MARYJANE, THE REMIXES",,,R&B/Soul,MERLIN - Mirage Records,5063346285130,0
50413,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,10:01:48 PM,WHAT? NAH,Camomile Sea,Camomile Sea,,,,WHAT? NAH,0195448884548,0
50414,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,10:09:17 PM,Eric Hilton,Poppy Fields,Poppy Fields,N,,Electronic,Montserrat House,0196922753848,0
50415,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,10:12:12 PM,Marlon Simon and the Nagual Spirits,Rumba Pa Andy,On Different Paths,N,,Jazz,Trrcollective,0714651954017,0
50416,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,10:17:56 PM,El Ten Eleven,My Only Swerving,El Ten Eleven,,,Rock,Bar/None Records,0032862017261,0
50417,The Time Warp Kitchen,176418,DJ Double L,2024-02-23,10:23:56 PM,Mean Jeans,Taco Bell Parking Lot,Blasted,N,,Rock,ORCHARD - Fat Wreck Chords,0751097016664,0
